Date,Total,Wind,Solar,WindAndSolar
2006-02-18,1297.385,0.0,0.0,0.0
2006-02-19,1173.05,0.0,0.0,0.0
2006-02-20,1501.246,0.0,0.0,0.0
2006-02-21,1544.112,0.0,0.0,0.0
2006-02-22,1543.107,0.0,0.0,0.0
2006-02-23,1523.491,0.0,0.0,0.0
2006-02-24,1507.235,0.0,0.0,0.0
2006-02-25,1309.603,0.0,0.0,0.0
2006-02-26,1204.766,0.0,0.0,0.0
2006-02-27,1444.899,0.0,0.0,0.0
2006-02-28,1507.49,0.0,0.0,0.0
2006-03-01,1531.173,0.0,0.0,0.0
2006-03-02,1539.951,0.0,0.0,0.0
2006-03-03,1510.884,0.0,0.0,0.0
2006-03-04,1323.303,0.0,0.0,0.0
2006-03-05,1220.395,0.0,0.0,0.0
2006-03-06,1502.191,0.0,0.0,0.0
2006-03-07,1514.012,0.0,0.0,0.0
2006-03-08,1545.834,0.0,0.0,0.0
2006-03-09,1498.444,0.0,0.0,0.0
2006-03-10,1475.327,0.0,0.0,0.0
2006-03-11,1320.368,0.0,0.0,0.0
2006-03-12,1218.407,0.0,0.0,0.0
2006-03-13,1494.832,0.0,0.0,0.0
2006-03-14,1514.066,0.0,0.0,0.0
2006-03-15,1518.04,0.0,0.0,0.0
2006-03-16,1516.898,0.0,0.0,0.0
2006-03-17,1495.324,0.0,0.0,0.0
2006-03-18,1280.717,0.0,0.0,0.0
2006-03-19,1160.078,0.0,0.0,0.0
2006-03-20,1446.238,0.0,0.0,0.0
2006-03-21,1470.34,0.0,0.0,0.0
2006-03-22,1471.667,0.0,0.0,0.0
2006-03-23,1456.016,0.0,0.0,0.0
2006-03-24,1444.75,0.0,0.0,0.0
2006-03-25,1231.067,0.0,0.0,0.0
2006-03-26,1116.743,0.0,0.0,0.0
2006-03-27,1400.982,0.0,0.0,0.0
2006-03-28,1435.152,0.0,0.0,0.0
2006-03-29,1438.405,0.0,0.0,0.0
2006-03-30,1457.454,0.0,0.0,0.0
2006-03-31,1429.066,0.0,0.0,0.0
2006-04-01,1207.769,0.0,0.0,0.0
2006-04-02,1110.026,0.0,0.0,0.0
2006-04-03,1422.789,0.0,0.0,0.0
2006-04-04,1436.699,0.0,0.0,0.0
2006-04-05,1447.798,0.0,0.0,0.0
2006-04-06,1432.853,0.0,0.0,0.0
2006-04-07,1394.98,0.0,0.0,0.0
2006-04-08,1195.959,0.0,0.0,0.0
2006-04-09,1104.106,0.0,0.0,0.0
2006-04-10,1408.169,0.0,0.0,0.0
2006-04-11,1419.301,0.0,0.0,0.0
2006-04-12,1425.712,0.0,0.0,0.0
2006-04-13,1415.542,0.0,0.0,0.0
2006-04-14,1118.396,0.0,0.0,0.0
2006-04-15,1086.018,0.0,0.0,0.0
2006-04-16,986.875,0.0,0.0,0.0
2006-04-17,1009.094,0.0,0.0,0.0
2006-04-18,1349.563,0.0,0.0,0.0
2006-04-19,1368.456,0.0,0.0,0.0
2006-04-20,1362.217,0.0,0.0,0.0
2006-04-21,1333.266,0.0,0.0,0.0
2006-04-22,1152.943,0.0,0.0,0.0
2006-04-23,1042.414,0.0,0.0,0.0
2006-04-24,1345.851,0.0,0.0,0.0
2006-04-25,1359.806,0.0,0.0,0.0
2006-04-26,1374.322,0.0,0.0,0.0
2006-04-27,1384.681,0.0,0.0,0.0
2006-04-28,1362.57,0.0,0.0,0.0
2006-04-29,1167.24,0.0,0.0,0.0
2006-04-30,1026.352,0.0,0.0,0.0
2006-05-01,986.698,0.0,0.0,0.0
2006-05-02,1329.821,0.0,0.0,0.0
2006-05-03,1348.188,0.0,0.0,0.0
2006-05-04,1348.343,0.0,0.0,0.0
2006-05-05,1330.52,0.0,0.0,0.0
2006-05-06,1115.442,0.0,0.0,0.0
2006-05-07,998.308,0.0,0.0,0.0
2006-05-08,1321.782,0.0,0.0,0.0
2006-05-09,1353.229,0.0,0.0,0.0
2006-05-10,1351.4,0.0,0.0,0.0
2006-05-11,1337.502,0.0,0.0,0.0
2006-05-12,1320.006,0.0,0.0,0.0
2006-05-13,1123.926,0.0,0.0,0.0
2006-05-14,1010.284,0.0,0.0,0.0
2006-05-15,1317.849,0.0,0.0,0.0
2006-05-16,1360.65,0.0,0.0,0.0
2006-05-17,1346.098,0.0,0.0,0.0
2006-05-18,1365.406,0.0,0.0,0.0
2006-05-19,1348.465,0.0,0.0,0.0
2006-05-20,1175.273,0.0,0.0,0.0
2006-05-21,1050.17,0.0,0.0,0.0
2006-05-22,1358.082,0.0,0.0,0.0
2006-05-23,1374.495,0.0,0.0,0.0
2006-05-24,1339.565,0.0,0.0,0.0
2006-05-25,1053.351,0.0,0.0,0.0
2006-05-26,1213.465,0.0,0.0,0.0
2006-05-27,1108.266,0.0,0.0,0.0
2006-05-28,1065.343,0.0,0.0,0.0
2006-05-29,1349.247,0.0,0.0,0.0
2006-05-30,1376.794,0.0,0.0,0.0
2006-05-31,1380.175,0.0,0.0,0.0
2006-06-01,1367.751,0.0,0.0,0.0
2006-06-02,1323.231,0.0,0.0,0.0
2006-06-03,1100.889,0.0,0.0,0.0
2006-06-04,955.373,0.0,0.0,0.0
2006-06-05,975.632,0.0,0.0,0.0
2006-06-06,1306.362,0.0,0.0,0.0
2006-06-07,1325.818,0.0,0.0,0.0
2006-06-08,1328.546,0.0,0.0,0.0
2006-06-09,1311.784,0.0,0.0,0.0
2006-06-10,1114.527,0.0,0.0,0.0
2006-06-11,1004.853,0.0,0.0,0.0
2006-06-12,1329.591,0.0,0.0,0.0
2006-06-13,1356.201,0.0,0.0,0.0
2006-06-14,1352.012,0.0,0.0,0.0
2006-06-15,1140.329,0.0,0.0,0.0
2006-06-16,1254.954,0.0,0.0,0.0
2006-06-17,1103.62,0.0,0.0,0.0
2006-06-18,1007.067,0.0,0.0,0.0
2006-06-19,1351.989,0.0,0.0,0.0
2006-06-20,1369.855,0.0,0.0,0.0
2006-06-21,1372.489,0.0,0.0,0.0
2006-06-22,1360.594,0.0,0.0,0.0
2006-06-23,1316.964,0.0,0.0,0.0
2006-06-24,1114.386,0.0,0.0,0.0
2006-06-25,1028.869,0.0,0.0,0.0
2006-06-26,1345.379,0.0,0.0,0.0
2006-06-27,1352.603,0.0,0.0,0.0
2006-06-28,1340.042,0.0,0.0,0.0
2006-06-29,1343.637,0.0,0.0,0.0
2006-06-30,1298.103,0.0,0.0,0.0
2006-07-01,1106.618,0.0,0.0,0.0
2006-07-02,997.896,0.0,0.0,0.0
2006-07-03,1327.143,0.0,0.0,0.0
2006-07-04,1356.526,0.0,0.0,0.0
2006-07-05,1377.781,0.0,0.0,0.0
2006-07-06,1377.99,0.0,0.0,0.0
2006-07-07,1360.061,0.0,0.0,0.0
2006-07-08,1138.65,0.0,0.0,0.0
2006-07-09,1018.423,0.0,0.0,0.0
2006-07-10,1335.241,0.0,0.0,0.0
2006-07-11,1360.208,0.0,0.0,0.0
2006-07-12,1358.226,0.0,0.0,0.0
2006-07-13,1361.493,0.0,0.0,0.0
2006-07-14,1324.459,0.0,0.0,0.0
2006-07-15,1093.701,0.0,0.0,0.0
2006-07-16,993.289,0.0,0.0,0.0
2006-07-17,1305.246,0.0,0.0,0.0
2006-07-18,1333.029,0.0,0.0,0.0
2006-07-19,1342.708,0.0,0.0,0.0
2006-07-20,1351.823,0.0,0.0,0.0
2006-07-21,1333.344,0.0,0.0,0.0
2006-07-22,1136.7,0.0,0.0,0.0
2006-07-23,1025.408,0.0,0.0,0.0
2006-07-24,1330.557,0.0,0.0,0.0
2006-07-25,1349.825,0.0,0.0,0.0
2006-07-26,1356.689,0.0,0.0,0.0
2006-07-27,1348.649,0.0,0.0,0.0
2006-07-28,1327.514,0.0,0.0,0.0
2006-07-29,1122.14,0.0,0.0,0.0
2006-07-30,1010.922,0.0,0.0,0.0
2006-07-31,1289.926,0.0,0.0,0.0
2006-08-01,1303.048,0.0,0.0,0.0
2006-08-02,1291.219,0.0,0.0,0.0
2006-08-03,1284.089,0.0,0.0,0.0
2006-08-04,1262.645,0.0,0.0,0.0
2006-08-05,1087.245,0.0,0.0,0.0
2006-08-06,994.466,0.0,0.0,0.0
2006-08-07,1268.803,0.0,0.0,0.0
2006-08-08,1286.839,0.0,0.0,0.0
2006-08-09,1285.66,0.0,0.0,0.0
2006-08-10,1294.077,0.0,0.0,0.0
2006-08-11,1274.989,0.0,0.0,0.0
2006-08-12,1088.709,0.0,0.0,0.0
2006-08-13,985.959,0.0,0.0,0.0
2006-08-14,1266.844,0.0,0.0,0.0
2006-08-15,1282.22,0.0,0.0,0.0
2006-08-16,1292.058,0.0,0.0,0.0
2006-08-17,1298.837,0.0,0.0,0.0
2006-08-18,1290.869,0.0,0.0,0.0
2006-08-19,1095.066,0.0,0.0,0.0
2006-08-20,1023.166,0.0,0.0,0.0
2006-08-21,1320.274,0.0,0.0,0.0
2006-08-22,1341.316,0.0,0.0,0.0
2006-08-23,1325.545,0.0,0.0,0.0
2006-08-24,1330.924,0.0,0.0,0.0
2006-08-25,1323.755,0.0,0.0,0.0
2006-08-26,1126.495,0.0,0.0,0.0
2006-08-27,1032.319,0.0,0.0,0.0
2006-08-28,1344.455,0.0,0.0,0.0
2006-08-29,1353.885,0.0,0.0,0.0
2006-08-30,1373.313,0.0,0.0,0.0
2006-08-31,1347.763,0.0,0.0,0.0
2006-09-01,1339.468,0.0,0.0,0.0
2006-09-02,1138.742,0.0,0.0,0.0
2006-09-03,1093.767,0.0,0.0,0.0
2006-09-04,1400.634,0.0,0.0,0.0
2006-09-05,1398.368,0.0,0.0,0.0
2006-09-06,1394.28,0.0,0.0,0.0
2006-09-07,1403.4,0.0,0.0,0.0
2006-09-08,1365.061,0.0,0.0,0.0
2006-09-09,1135.574,0.0,0.0,0.0
2006-09-10,1047.285,0.0,0.0,0.0
2006-09-11,1379.243,0.0,0.0,0.0
2006-09-12,1396.303,0.0,0.0,0.0
2006-09-13,1398.321,0.0,0.0,0.0
2006-09-14,1400.087,0.0,0.0,0.0
2006-09-15,1397.504,0.0,0.0,0.0
2006-09-16,1188.876,0.0,0.0,0.0
2006-09-17,1064.353,0.0,0.0,0.0
2006-09-18,1390.863,0.0,0.0,0.0
2006-09-19,1404.479,0.0,0.0,0.0
2006-09-20,1386.332,0.0,0.0,0.0
2006-09-21,1385.803,0.0,0.0,0.0
2006-09-22,1380.783,0.0,0.0,0.0
2006-09-23,1175.308,0.0,0.0,0.0
2006-09-24,1069.175,0.0,0.0,0.0
2006-09-25,1401.1,0.0,0.0,0.0
2006-09-26,1424.304,0.0,0.0,0.0
2006-09-27,1417.328,0.0,0.0,0.0
2006-09-28,1401.731,0.0,0.0,0.0
2006-09-29,1383.458,0.0,0.0,0.0
2006-09-30,1173.168,0.0,0.0,0.0
2006-10-01,1058.268,0.0,0.0,0.0
2006-10-02,1286.932,0.0,0.0,0.0
2006-10-03,1116.572,0.0,0.0,0.0
2006-10-04,1375.636,0.0,0.0,0.0
2006-10-05,1397.459,0.0,0.0,0.0
2006-10-06,1428.592,0.0,0.0,0.0
2006-10-07,1227.91,0.0,0.0,0.0
2006-10-08,1097.087,0.0,0.0,0.0
2006-10-09,1406.128,0.0,0.0,0.0
2006-10-10,1433.588,0.0,0.0,0.0
2006-10-11,1429.996,0.0,0.0,0.0
2006-10-12,1432.512,0.0,0.0,0.0
2006-10-13,1426.507,0.0,0.0,0.0
2006-10-14,1203.526,0.0,0.0,0.0
2006-10-15,1089.685,0.0,0.0,0.0
2006-10-16,1415.474,0.0,0.0,0.0
2006-10-17,1445.882,0.0,0.0,0.0
2006-10-18,1448.511,0.0,0.0,0.0
2006-10-19,1451.647,0.0,0.0,0.0
2006-10-20,1434.666,0.0,0.0,0.0
2006-10-21,1232.339,0.0,0.0,0.0
2006-10-22,1116.473,0.0,0.0,0.0
2006-10-23,1461.803,0.0,0.0,0.0
2006-10-24,1504.192,0.0,0.0,0.0
2006-10-25,1468.365,0.0,0.0,0.0
2006-10-26,1482.747,0.0,0.0,0.0
2006-10-27,1476.272,0.0,0.0,0.0
2006-10-28,1242.024,0.0,0.0,0.0
2006-10-29,1173.761,0.0,0.0,0.0
2006-10-30,1413.066,0.0,0.0,0.0
2006-10-31,1460.399,0.0,0.0,0.0
2006-11-01,1352.658,0.0,0.0,0.0
2006-11-02,1479.071,0.0,0.0,0.0
2006-11-03,1479.9,0.0,0.0,0.0
2006-11-04,1297.959,0.0,0.0,0.0
2006-11-05,1242.064,0.0,0.0,0.0
2006-11-06,1521.545,0.0,0.0,0.0
2006-11-07,1506.669,0.0,0.0,0.0
2006-11-08,1518.364,0.0,0.0,0.0
2006-11-09,1557.411,0.0,0.0,0.0
2006-11-10,1484.26,0.0,0.0,0.0
2006-11-11,1327.664,0.0,0.0,0.0
2006-11-12,1226.642,0.0,0.0,0.0
2006-11-13,1533.554,0.0,0.0,0.0
2006-11-14,1523.361,0.0,0.0,0.0
2006-11-15,1504.301,0.0,0.0,0.0
2006-11-16,1490.779,0.0,0.0,0.0
2006-11-17,1478.095,0.0,0.0,0.0
2006-11-18,1270.72,0.0,0.0,0.0
2006-11-19,1168.114,0.0,0.0,0.0
2006-11-20,1509.712,0.0,0.0,0.0
2006-11-21,1521.778,0.0,0.0,0.0
2006-11-22,1512.51,0.0,0.0,0.0
2006-11-23,1552.044,0.0,0.0,0.0
2006-11-24,1494.088,0.0,0.0,0.0
2006-11-25,1304.453,0.0,0.0,0.0
2006-11-26,1155.541,0.0,0.0,0.0
2006-11-27,1486.959,0.0,0.0,0.0
2006-11-28,1520.421,0.0,0.0,0.0
2006-11-29,1532.762,0.0,0.0,0.0
2006-11-30,1531.525,0.0,0.0,0.0
2006-12-01,1518.198,0.0,0.0,0.0
2006-12-02,1332.812,0.0,0.0,0.0
2006-12-03,1214.524,0.0,0.0,0.0
2006-12-04,1548.124,0.0,0.0,0.0
2006-12-05,1569.48,0.0,0.0,0.0
2006-12-06,1545.3,0.0,0.0,0.0
2006-12-07,1566.124,0.0,0.0,0.0
2006-12-08,1549.681,0.0,0.0,0.0
2006-12-09,1305.841,0.0,0.0,0.0
2006-12-10,1194.85,0.0,0.0,0.0
2006-12-11,1578.983,0.0,0.0,0.0
2006-12-12,1561.264,0.0,0.0,0.0
2006-12-13,1590.009,0.0,0.0,0.0
2006-12-14,1593.613,0.0,0.0,0.0
2006-12-15,1543.073,0.0,0.0,0.0
2006-12-16,1349.181,0.0,0.0,0.0
2006-12-17,1220.188,0.0,0.0,0.0
2006-12-18,1514.852,0.0,0.0,0.0
2006-12-19,1525.667,0.0,0.0,0.0
2006-12-20,1527.593,0.0,0.0,0.0
2006-12-21,1475.71,0.0,0.0,0.0
2006-12-22,1391.579,0.0,0.0,0.0
2006-12-23,1235.688,0.0,0.0,0.0
2006-12-24,1099.201,0.0,0.0,0.0
2006-12-25,1072.746,0.0,0.0,0.0
2006-12-26,1075.922,0.0,0.0,0.0
2006-12-27,1284.676,0.0,0.0,0.0
2006-12-28,1314.603,0.0,0.0,0.0
2006-12-29,1274.646,0.0,0.0,0.0
2006-12-30,1237.751,0.0,0.0,0.0
2006-12-31,1144.398,0.0,0.0,0.0
2007-01-01,1128.843,0.0,0.0,0.0
2007-01-02,1416.669,0.0,0.0,0.0
2007-01-03,1471.586,0.0,0.0,0.0
2007-01-04,1514.823,0.0,0.0,0.0
2007-01-05,1484.168,0.0,0.0,0.0
2007-01-06,1249.663,0.0,0.0,0.0
2007-01-07,1173.687,0.0,0.0,0.0
2007-01-08,1510.013,0.0,0.0,0.0
2007-01-09,1554.889,0.0,0.0,0.0
2007-01-10,1556.122,0.0,0.0,0.0
2007-01-11,1596.639,0.0,0.0,0.0
2007-01-12,1567.453,0.0,0.0,0.0
2007-01-13,1350.886,0.0,0.0,0.0
2007-01-14,1250.781,0.0,0.0,0.0
2007-01-15,1518.88,0.0,0.0,0.0
2007-01-16,1550.792,0.0,0.0,0.0
2007-01-17,1564.22,0.0,0.0,0.0
2007-01-18,1544.324,0.0,0.0,0.0
2007-01-19,1533.347,0.0,0.0,0.0
2007-01-20,1344.002,0.0,0.0,0.0
2007-01-21,1257.521,0.0,0.0,0.0
2007-01-22,1544.182,0.0,0.0,0.0
2007-01-23,1550.71,0.0,0.0,0.0
2007-01-24,1582.538,0.0,0.0,0.0
2007-01-25,1580.233,0.0,0.0,0.0
2007-01-26,1632.587,0.0,0.0,0.0
2007-01-27,1392.674,0.0,0.0,0.0
2007-01-28,1321.527,0.0,0.0,0.0
2007-01-29,1564.383,0.0,0.0,0.0
2007-01-30,1572.655,0.0,0.0,0.0
2007-01-31,1598.002,0.0,0.0,0.0
2007-02-01,1531.493,0.0,0.0,0.0
2007-02-02,1523.781,0.0,0.0,0.0
2007-02-03,1335.646,0.0,0.0,0.0
2007-02-04,1204.853,0.0,0.0,0.0
2007-02-05,1484.894,0.0,0.0,0.0
2007-02-06,1545.558,0.0,0.0,0.0
2007-02-07,1572.704,0.0,0.0,0.0
2007-02-08,1571.158,0.0,0.0,0.0
2007-02-09,1549.471,0.0,0.0,0.0
2007-02-10,1361.316,0.0,0.0,0.0
2007-02-11,1215.285,0.0,0.0,0.0
2007-02-12,1464.08,0.0,0.0,0.0
2007-02-13,1526.139,0.0,0.0,0.0
2007-02-14,1529.17,0.0,0.0,0.0
2007-02-15,1512,0.0,0.0,0.0
2007-02-16,1485.307,0.0,0.0,0.0
2007-02-17,1302.74,0.0,0.0,0.0
2007-02-18,1180.318,0.0,0.0,0.0
2007-02-19,1375.764,0.0,0.0,0.0
2007-02-20,1451.475,0.0,0.0,0.0
2007-02-21,1502.439,0.0,0.0,0.0
2007-02-22,1484.769,0.0,0.0,0.0
2007-02-23,1478.803,0.0,0.0,0.0
2007-02-24,1320.029,0.0,0.0,0.0
2007-02-25,1190.847,0.0,0.0,0.0
2007-02-26,1449.965,0.0,0.0,0.0
2007-02-27,1510.069,0.0,0.0,0.0
2007-02-28,1505.489,0.0,0.0,0.0
2007-03-01,1524.813,0.0,0.0,0.0
2007-03-02,1508.97,0.0,0.0,0.0
2007-03-03,1278.173,0.0,0.0,0.0
2007-03-04,1138.079,0.0,0.0,0.0
2007-03-05,1487.333,0.0,0.0,0.0
2007-03-06,1500.467,0.0,0.0,0.0
2007-03-07,1479.223,0.0,0.0,0.0
2007-03-08,1468.357,0.0,0.0,0.0
2007-03-09,1453.935,0.0,0.0,0.0
2007-03-10,1256.174,0.0,0.0,0.0
2007-03-11,1128.501,0.0,0.0,0.0
2007-03-12,1413.07,0.0,0.0,0.0
2007-03-13,1438.877,0.0,0.0,0.0
2007-03-14,1439.504,0.0,0.0,0.0
2007-03-15,1436.134,0.0,0.0,0.0
2007-03-16,1443.656,0.0,0.0,0.0
2007-03-17,1322.749,0.0,0.0,0.0
2007-03-18,1245.265,0.0,0.0,0.0
2007-03-19,1489.795,0.0,0.0,0.0
2007-03-20,1486.952,0.0,0.0,0.0
2007-03-21,1510.379,0.0,0.0,0.0
2007-03-22,1542.109,0.0,0.0,0.0
2007-03-23,1517.529,0.0,0.0,0.0
2007-03-24,1335.889,0.0,0.0,0.0
2007-03-25,1157.512,0.0,0.0,0.0
2007-03-26,1439.055,0.0,0.0,0.0
2007-03-27,1442.051,0.0,0.0,0.0
2007-03-28,1442.523,0.0,0.0,0.0
2007-03-29,1453.749,0.0,0.0,0.0
2007-03-30,1414.988,0.0,0.0,0.0
2007-03-31,1232.395,0.0,0.0,0.0
2007-04-01,1116.685,0.0,0.0,0.0
2007-04-02,1394.731,0.0,0.0,0.0
2007-04-03,1447.29,0.0,0.0,0.0
2007-04-04,1434.455,0.0,0.0,0.0
2007-04-05,1438.047,0.0,0.0,0.0
2007-04-06,1108.93,0.0,0.0,0.0
2007-04-07,1119.298,0.0,0.0,0.0
2007-04-08,1005.062,0.0,0.0,0.0
2007-04-09,1051.409,0.0,0.0,0.0
2007-04-10,1392.855,0.0,0.0,0.0
2007-04-11,1406.476,0.0,0.0,0.0
2007-04-12,1390.119,0.0,0.0,0.0
2007-04-13,1374.983,0.0,0.0,0.0
2007-04-14,1172.18,0.0,0.0,0.0
2007-04-15,1046.702,0.0,0.0,0.0
2007-04-16,1363.121,0.0,0.0,0.0
2007-04-17,1385.315,0.0,0.0,0.0
2007-04-18,1410.451,0.0,0.0,0.0
2007-04-19,1428.751,0.0,0.0,0.0
2007-04-20,1391.949,0.0,0.0,0.0
2007-04-21,1164.153,0.0,0.0,0.0
2007-04-22,1043.998,0.0,0.0,0.0
2007-04-23,1367.167,0.0,0.0,0.0
2007-04-24,1392.646,0.0,0.0,0.0
2007-04-25,1389.022,0.0,0.0,0.0
2007-04-26,1381.741,0.0,0.0,0.0
2007-04-27,1362.963,0.0,0.0,0.0
2007-04-28,1165.491,0.0,0.0,0.0
2007-04-29,1036.271,0.0,0.0,0.0
2007-04-30,1221.734,0.0,0.0,0.0
2007-05-01,981.179,0.0,0.0,0.0
2007-05-02,1323.94,0.0,0.0,0.0
2007-05-03,1374.726,0.0,0.0,0.0
2007-05-04,1363.181,0.0,0.0,0.0
2007-05-05,1157.579,0.0,0.0,0.0
2007-05-06,1033.405,0.0,0.0,0.0
2007-05-07,1389.396,0.0,0.0,0.0
2007-05-08,1422.031,0.0,0.0,0.0
2007-05-09,1434.624,0.0,0.0,0.0
2007-05-10,1413.384,0.0,0.0,0.0
2007-05-11,1414.225,0.0,0.0,0.0
2007-05-12,1183.749,0.0,0.0,0.0
2007-05-13,1058.64,0.0,0.0,0.0
2007-05-14,1393.619,0.0,0.0,0.0
2007-05-15,1394.495,0.0,0.0,0.0
2007-05-16,1380.842,0.0,0.0,0.0
2007-05-17,1086.609,0.0,0.0,0.0
2007-05-18,1210.026,0.0,0.0,0.0
2007-05-19,1105.205,0.0,0.0,0.0
2007-05-20,1020.532,0.0,0.0,0.0
2007-05-21,1365.723,0.0,0.0,0.0
2007-05-22,1387.172,0.0,0.0,0.0
2007-05-23,1374.524,0.0,0.0,0.0
2007-05-24,1381.45,0.0,0.0,0.0
2007-05-25,1375.075,0.0,0.0,0.0
2007-05-26,1143.336,0.0,0.0,0.0
2007-05-27,972.974,0.0,0.0,0.0
2007-05-28,1010.256,0.0,0.0,0.0
2007-05-29,1368.066,0.0,0.0,0.0
2007-05-30,1356.556,0.0,0.0,0.0
2007-05-31,1351.997,0.0,0.0,0.0
2007-06-01,1349.473,0.0,0.0,0.0
2007-06-02,1149.59,0.0,0.0,0.0
2007-06-03,1029.239,0.0,0.0,0.0
2007-06-04,1352.52,0.0,0.0,0.0
2007-06-05,1368.802,0.0,0.0,0.0
2007-06-06,1364.531,0.0,0.0,0.0
2007-06-07,1163.954,0.0,0.0,0.0
2007-06-08,1291.584,0.0,0.0,0.0
2007-06-09,1145.432,0.0,0.0,0.0
2007-06-10,1043.243,0.0,0.0,0.0
2007-06-11,1382.614,0.0,0.0,0.0
2007-06-12,1402.822,0.0,0.0,0.0
2007-06-13,1392.685,0.0,0.0,0.0
2007-06-14,1394.073,0.0,0.0,0.0
2007-06-15,1393.974,0.0,0.0,0.0
2007-06-16,1166.588,0.0,0.0,0.0
2007-06-17,1044.366,0.0,0.0,0.0
2007-06-18,1380.744,0.0,0.0,0.0
2007-06-19,1395.691,0.0,0.0,0.0
2007-06-20,1416.318,0.0,0.0,0.0
2007-06-21,1405.108,0.0,0.0,0.0
2007-06-22,1367.783,0.0,0.0,0.0
2007-06-23,1147.464,0.0,0.0,0.0
2007-06-24,1038.627,0.0,0.0,0.0
2007-06-25,1377.469,0.0,0.0,0.0
2007-06-26,1416.017,0.0,0.0,0.0
2007-06-27,1439.9,0.0,0.0,0.0
2007-06-28,1380.981,0.0,0.0,0.0
2007-06-29,1361.396,0.0,0.0,0.0
2007-06-30,1161.874,0.0,0.0,0.0
2007-07-01,1045.584,0.0,0.0,0.0
2007-07-02,1369.471,0.0,0.0,0.0
2007-07-03,1375.39,0.0,0.0,0.0
2007-07-04,1366.085,0.0,0.0,0.0
2007-07-05,1386.822,0.0,0.0,0.0
2007-07-06,1387.832,0.0,0.0,0.0
2007-07-07,1183.696,0.0,0.0,0.0
2007-07-08,1037.251,0.0,0.0,0.0
2007-07-09,1346.085,0.0,0.0,0.0
2007-07-10,1347.019,0.0,0.0,0.0
2007-07-11,1365.205,0.0,0.0,0.0
2007-07-12,1366.847,0.0,0.0,0.0
2007-07-13,1346.501,0.0,0.0,0.0
2007-07-14,1143.953,0.0,0.0,0.0
2007-07-15,1037.757,0.0,0.0,0.0
2007-07-16,1360.83,0.0,0.0,0.0
2007-07-17,1374.629,0.0,0.0,0.0
2007-07-18,1372.019,0.0,0.0,0.0
2007-07-19,1370.079,0.0,0.0,0.0
2007-07-20,1356.929,0.0,0.0,0.0
2007-07-21,1146.038,0.0,0.0,0.0
2007-07-22,1033.964,0.0,0.0,0.0
2007-07-23,1335.654,0.0,0.0,0.0
2007-07-24,1383.808,0.0,0.0,0.0
2007-07-25,1358.899,0.0,0.0,0.0
2007-07-26,1343.761,0.0,0.0,0.0
2007-07-27,1341.888,0.0,0.0,0.0
2007-07-28,1134.28,0.0,0.0,0.0
2007-07-29,1035.021,0.0,0.0,0.0
2007-07-30,1338.61,0.0,0.0,0.0
2007-07-31,1323.255,0.0,0.0,0.0
2007-08-01,1313.296,0.0,0.0,0.0
2007-08-02,1355.736,0.0,0.0,0.0
2007-08-03,1277.31,0.0,0.0,0.0
2007-08-04,1101.342,0.0,0.0,0.0
2007-08-05,1039.507,0.0,0.0,0.0
